code,title,units,prereqs,offered,corrupt
VIS SCI 217,Oculomotor Functions and Neurology,2 Units, 203B or consent of instructor,"Offered through: Optometry<br/>
Terms offered: Spring 2016, Spring 2015, Spring 2014<br/>
Neuro-anatomical pathways for the control of eye position and movement; gaze holding, image stabilization and tracking eye movement systems; oculomotor signs of disorders of the central nervous system (palsies, nystagmus, opthalmoplegia, cog-wheel pursuits, saccadic dysmetria); the near visual-motor response and the synergistic coupling of accommodation and convergence; binocular misalignment (heterophoria",0
VIS SCI 219,Binocular Vision and Space Perception,2 Units, 203A-203B,"Offered through: Optometry<br/>
Terms offered: Spring 2016, Spring 2015, Spring 2014<br/>
Perception of space, direction, and distance. Binocular retinal correspondence, horopters, differential magnification effects and anomalies of binocular vision development. Sensory vision, local stereopsis, static and dynamic stereopsis, binocular depth cues.",0
VIS SCI 230,Ethics in Scientific Research,2 Units,,"Offered through: Optometry<br/>
Terms offered: Spring 2018, Spring 2016, Spring 2015<br/>
This seminar will examine a range of ethical issues that arise in the process of doing science. Beginning with the philosophical and social foundations, we will consider the pathogenesis of fraud, statistics and deception, the ethics of authorship and publication, research with human subjects, the use of animals, the definition(s) of misconduct and the difference between misconduct and questionable research",0
VIS SCI 260A,Optical and Neural Limits to Vision,3 Units,,"Offered through: Optometry<br/>
Terms offered: Fall 2017<br/>
The course will provide an overview of the early stage limits to human vision, from the eye’s optics to sampling and processing in the retina. Students will learn basic optical properties of the eye as well as objective and subjective techniques on how to measure limits of human vision. The class will comprise a combination of lectures and active learning by the students in the form of a project, to be presented at the end of the semester.",0
VIS SCI 260B,Introduction to Ocular Biology,3 Units,,"Offered through: Optometry<br/>
Terms offered: Fall 2017<br/>
The course will provide an overview of eye development, anterior eye ocular anatomy and physiology and ocular disease. The course will be a combination of didactic lectures and problem-based learning. This is one of the four courses that form the Vision Science core curriculum.",0
VIS SCI 260C,Introduction to Visual Neuroscience,3 Units,,"Offered through: Optometry<br/>
Terms offered: Spring 2018<br/>
The course will provide an overview of the neuroscience of vision, spanning the entire neural pathway from retinal neurobiology to cortical processing of visual signals. The class will comprise a combination of lectures and active learning by the students in the form of a project, to be presented at the end of the semester. This is one of the four courses that form the Vision Science core curriculum.",0
VIS SCI 260D,"Seeing in Time, Space and Color",3 Units,,"Offered through: Optometry<br/>
Terms offered: Spring 2018<br/>
The course will provide an overview of how we see in time (temporal signal processing, eye motion, motion detection), space (stereo vision, depth perception), and color as well as the anatomical and physiological factors that facilitate these capabilities. The course will be series of didactic lectures. This is one of the four courses that form the Vision Science core curriculum",0
VIS SCI 262,Visual Cognitive Neuroscience,3 Units, Consent of instructor,"Offered through: Optometry<br/>
Terms offered: Spring 2016, Spring 2015, Spring 2013<br/>
The course will provide an overview of visual cognitive neuroscience, drawing from neuroanatomy, neurophysiology in humans and animal models, psychophysics, neuroimaging, neuropharmacology, neuropsychology, and computational models of vision and cognition. Topics will include basic anatomy and physiology of the mammalian visual system, motion perception and processing, depth perception and representation of",0
VIS SCI 265,Neural Computation,3 Units," Calculus, differential equations, basic probability and statistics, linear algebra, and familiarity with high level programming languages such as Matlab","Offered through: Optometry<br/>
Terms offered: Fall 2016, Fall 2015, Fall 2014<br/>
This course provides an introduction to the theory of neural computation. The goal is to familiarize students with the major theoretical frameworks and models used in neuroscience and psychology, and to provide hands-on experience in using these models. Topics include neural network models, supervised and unsupervised learning rules, associative memory models, probabilistic/graphical models, and models of neural",0
VIS SCI C280,Computer Vision,3 Units," Knowledge of linear algebra and calculus. Mathematics 1A-1B, 53, 54 or equivalent","Offered through: Optometry<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Paradigms for computational vision. Relation to human visual perception. Mathematical techniques for representing and reasoning, with curves, surfaces and volumes. Illumination and reflectance models. Color perception. Image segmentation and aggregation. Methods for bottom-up three dimensional shape recovery: Line drawing analysis, stereo, shading, motion, texture. Use of object models for prediction and r",0
VIS SCI 298,"Group Studies, Seminars, or Group Research",1 - 6 Units,,"Offered through: Optometry<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Group studies of selected topics. Advanced studies in various subjects through special seminars on topics to be selected each year, informal groups studying special problems, group participation in experimental problems and analysis.",0
VIS SCI 299,Research in Vision Science,1 - 12 Units, Consent of instructor,"Offered through: Optometry<br/>
Terms offered: Summer 2018 Second 6 Week Session, Spring 2018, Fall 2017<br/>
Research.",0
VIS SCI 300,Teaching Methods in Vision Science,1 Unit, Graduate standing in vision science,"Offered through: Optometry<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Instruction in teaching methods and materials, in vision science and optometry; practice teaching in classrooms and laboratory.",0
VIS SCI 601,Individual Study for Master's Students,1 - 6 Units, Consent of instructor,"Offered through: Optometry<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Individual study for the comprehensive requirements in consultation with the adviser in vision science.",0
VIS SCI 602,Individual Study for Doctoral Students,1 - 6 Units, Consent of instructor,"Offered through: Optometry<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Individual study in consultation with the adviser in vision science, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required for the Ph. D.",0
