code,title,units,prereqs,offered,corrupt
CHM ENG 160,Chemical Process Design,4 Units," Chemical and Biomolecular Engineering 142, 150B, and 154. 154 can be taken concurrently","Terms offered: Summer 2018 8 Week Session, Spring 2018, Fall 2017<br/>
Design principles of chemical process equipment. Design of integrated chemical processes with emphasis upon economic considerations.",0
CHM ENG 162,Dynamics and Control of Chemical Processes,4 Units, Chemical and Biomolecular Engineering 142 and 150B; Mathematics 53 and 54,"Terms offered: Spring 2018, Fall 2017, Fall 2016<br/>
Analysis of the dynamic behavior of chemical processes and methods and theory of their control. Implementation of computer control systems on process simulations.",0
CHM ENG 170A,Biochemical Engineering,3 Units," Chemical and Biomolecular Engineering 142, 150B, or consent of instructor; Biology 1A","Terms offered: Fall 2016, Spring 2016, Fall 2015<br/>
This course intends to introduce chemical engineers to the basic concepts of biochemical engineering. The course focuses on the use of chemical engineering skills and principles in the analysis and design of biologically-based processes. The main emphasis will be on biochemical kinetics, heat and mass transfer, thermodynamics, and transport phenomena as they apply to enzyme catalysis, microbial growth and metabolism, fermentation and bioreactor",0
CHM ENG C170L,Biochemical Engineering Laboratory,3 Units, Chemical Engineering 170A (may be taken concurrently) or consent of instructor,"Terms offered: Spring 2018, Spring 2014, Spring 2013, Spring 2012<br/>
Laboratory techniques for the cultivation of microorganisms in batch and continuous reactions. Enzymatic conversion processes. Recovery of biological products.",0
CHM ENG 176,Principles of Electrochemical Processes,3 Units," Chemical and Biomolecular Engineering 141, 142, and 150B","Terms offered: Spring 2018, Fall 2016, Fall 2014<br/>
Principles and application of electrochemical equilibria, kinetics, and transport processes. Technical electrolysis and electrochemical energy conversion.",0
CHM ENG C178,Polymer Science and Technology,3 Units, Junior standing,"Terms offered: Spring 2018, Fall 2016, Spring 2016, Spring 2015<br/>
An interdisciplinary course on the synthesis, characterization, and properties of polymer materials. Emphasis on the molecular origin of properties of polymeric materials and technological applications. Topics include single molecule properties, polymer mixtures and solutions, melts, glasses, elastomers, and crystals. Experiments in polymer synthesis, characterization, and physical properties.",0
CHM ENG 179,Process Technology of Solid-State Materials Devices,3 Units, Engineering 45; one course in electronic circuits recommended; senior standing,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Chemical processing and properties of solid-state materials. Crystal growth and purification. Thin film technology. Application of chemical processing to the manufacture of semiconductors and solid-state devices.",0
CHM ENG 180,Chemical Engineering Economics,3 Units, Chemical and Biomolecular Engineering 142 and 150B. Consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Optimal design of chemical processes and unit operations, emphasizing the interactions between technical and economic considerations. Analysis of process risks. Chemical and biomolecular process design in the presence of uncertainties. Interest rate determinants and their effects on chemical process feasibility and choices. Relationships between structure and behavior of firms in the chemical processing industries. Multivariable input-output a",0
CHM ENG H193,Senior Honors Thesis,3 Units," Senior standing, approval of faculty research advisor, overall GPA of 3.4 or higher","Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
A senior honors thesis is written in consultation with the student's faculty research advisor. This is a required course for students wishing to graduate with honors in Chemical Engineering.",0
CHM ENG H194,Research for Advanced Undergraduates,2 - 4 Units, Minimum GPA of 3.4 overall at Berkeley and consent of instructor,"Terms offered: Summer 2016 10 Week Session, Spring 2016, Fall 2015<br/>
Original research under direction of one of the members of the staff.",0
CHM ENG 195,Special Topics,2 - 4 Units, Consent of instructor,"Terms offered: Fall 2017, Spring 2016, Fall 2015<br/>
Fall 2017's Special Topic: Nanoscience and Engineering Biotechnology<br/>
<br/>
This nanoscale science and biomolecular engineering course will cover emerging topics in applied biotechnology. Topics include bioanalytical chemistry, recombinant protein generation and purification, cell culture, immunology, nanomaterials in biology, bio-toxicity, and biomolecular sensors. The scope of the course will also probe the interface of biology with nanomaterials",0
CHM ENG 196,Special Laboratory Study,2 - 4 Units, Consent of instructor,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Special laboratory or computational work under direction of one of the members of the staff.",0
CHM ENG 197,Field Study in Chemical Engineering,1 - 4 Units, Upper division standing and consent of instructor,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Supervised experience in off-campus organizations relevant to specific aspects and applications of chemical engineering. Written report required at the end of the term. Course does not satisfy unit or residence requirements for the bachelor's degree.",0
CHM ENG 198,Directed Group Study for Undergraduates,1 - 3 Units, Completion of 60 units of undergraduate study and in good academic standing,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Supervised research on a specific topic. Enrollment is restricted; see Introduction to Courses and Curricula section in the General Catalog.",0
CHM ENG 199,Supervised Independent Study and Research,1 - 4 Units,,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>",0
CHM ENG 230,Mathematical Methods in Chemical Engineering,3 Units, Math 53 and 54 or equivalent; open to seniors with consent of instructor,"Terms offered: Fall 2017, Fall 2014, Fall 2010<br/>
The course aims to introduce a variety of mathematical and computational methods useful in solving research problems pertaining to chemical and biomolecular systems. The course covers a wide range of topics from linear algebra and matrices, differential equations, and stochastic methods. Even though the focus is primarily on analytical methods, most of the concepts will be demonstrated with computations and applications. The goal of the course",0
CHM ENG 240,Thermodynamics for Chemical Product and Process Design,3 Units, Math 53 and 54 or equivalent; 141 or equivalent; open to seniors with consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Topics covered include molecular thermodynamics of pure substances and mixtures, interfacial thermodynamics, statistical mechanics, and computer simulations.",0
CHM ENG 244,Kinetics and Reaction Engineering,3 Units, 142 or equivalent; open to seniors with consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Molecular processes in chemical systems, kinetics and catalysis. Interaction of mass and heat transfer in chemical processes. Performance of systems with chemical reactors.",0
CHM ENG 245,Catalysis,3 Units," 244 or Chemistry 223, or consent of instructor","Terms offered: Spring 2018, Spring 2016, Spring 2015<br/>
Adsorption and kinetics of surface reactions; catalyst preparation and characterization; poisoning, selectivity, and empirical activity patterns in catalysis; surface chemistry, catalytic mechanisms and modern experimental techniques in catalytic research; descriptive examples of industrial catalytic systems.",0
CHM ENG 250,Transport Processes,3 Units," Chemical & Biomolecular Engineering 150A, 150B; Mathematics 53 and 54, or equivalent; open to seniors with consent of instructor","Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Basic differential relations of mass, momentum, and energy including creeping, laminar, and turbulent flow, boundary layers, convective-diffusion in heat and mass transfer, and simultaneous multicomponent mass and energy transport. Analytic mathematical solution of the equations of change using classical techniques including: separation of variables, similarity solutions, and Laplace and Fourier transforms.",0
CHM ENG 256,Advanced Transport Phenomena,3 Units, 230,"Terms offered: Fall 2016, Spring 2009<br/>
Formulation and rigorous analysis of the laws governing the transport of momentum, heat, and mass, with special emphasis on chemical engineering applications. Detailed investigation of laminar flows complemented by treatments of turbulent flow systems and hydrodynamic stability.",0
CHM ENG C268,Physicochemical Hydrodynamics,3 Units, A first graduate course in fluid mechanics sucs as 260A-260B,"Terms offered: Spring 2017, Fall 2013, Fall 2011, Spring 2011<br/>
An introduction to the hydrodynamics of capillarity and wetting. Balance laws and short-range forces. Dimensionless numbers, scaling and lubrication approximation. Rayleigh instability. Marangoni effect. The moving contact line. Wetting and short-range forces. The dynamic contact angle. Dewetting. Coating flows. Effect of surfactants and electric fields. Wetting of rough or porous surfaces. Contact angles for evaporating systems",0
CHM ENG 274,Biomolecular Engineering,3 Units, Graduate standing or consent of instructor,"Terms offered: Spring 2018, Fall 2015, Fall 2014<br/>
Fundamentals in biomolecular engineering. Structures, dynamics, and functions of biomolecules. Molecular tools in biotechnology. Metabolic and signaling networks in cellular engineering. Synthetic biology and biomedical engineering applications.",0
CHM ENG C294A,Mechanics and Physics of Lipid Bilayers,3 Units, Mechanical Engineering 185 or equivalent,"Terms offered: Fall 2017<br/>
Lipid bilayers constitute the membrane that encloses every animal cell and many of its interior structures, including the nuclear envelope, the organelles and the endoplasmic reticulum. This is a unique course devoted to modern developments in this exceptionally active field of research, ranging from models based on continuum theory to recent developments based on statistical mechanics.",0
CHM ENG C295Z,Energy Solutions: Carbon Capture and Sequestration,3 Units," Chemistry 4B or 1B, Mathematics 1B, and Physics 7B, or equivalents","Terms offered: Spring 2017, Spring 2015, Spring 2014, Spring 2013<br/>
After a brief overview of the chemistry of carbon dioxide in the land, ocean, and atmosphere, the course will survey the capture and sequestration of CO2 from anthropogenic sources. Emphasis will be placed on the integration of materials synthesis and unit operation design, including the chemistry and engineering aspects of sequestration. The course primarily addresses scientific and engineering challenges and aims to engage",0
CHM ENG 295P,Special Topics in Chemical Engineering: Introduction to New Product Development,3 Units, Graduate standing or consent of instructor,"Terms offered: Fall 2016, Fall 2015, Fall 2014<br/>
This course is part of the product development initative sponsored by the department of chemical engineering. It focuses on real-life practices and challenges of translating scientific discovery into commercial products. Its scope is limited in most circumstances to situations where some knowledge of chemical engineering, chemistry, and related disciplines might prove to be particularly useful. The course primarily uses case studies of real-world",0
CHM ENG 295Q,Special Topics in Chemical Engineering: Advanced Topics in New Product Development,3 Units, Graduate standing or consent of instructor. 295P recommended,"Terms offered: Spring 2018, Spring 2016, Spring 2015<br/>
This course is a part of the product development initiative sponsored by the department of chemical engineering. The course builds on the coverage in 295P of real-life practices of translating scientific discovery into commercial products. We will cover a wide range of advanced product development concepts including technology road maps, decision analysis, six sigma, product portfolio optimization, and best practices for field project ma",0
CHM ENG 296,Special Study for Graduate Students in Chemical Engineering,1 - 6 Units, Consent of instructor,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Special laboratory and theoretical studies.",0
CHM ENG 298,Seminar in Chemical Engineering,1 Unit, Open to properly qualified graduate students with consent of instructor,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Lectures, reports, and discussions on current research in chemical engineering. Sections are operated independently and directed toward different topics.",0
CHM ENG 298C,Colloquium in Chemical Engineering,1 - 2 Units, Open to properly qualified graduate students with consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Lectures, reports, and discussions on current research in chemical engineering.",0
CHM ENG 299,Research in Chemical Engineering,1 - 12 Units, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Summer 2016 8 Week Session<br/>
Research.",0
CHM ENG 300,Professional Preparation: Supervised Teaching of Chemical Engineering,2 Units," Graduate standing, appointment as a Graduate Student Instructor, or consent of instructor","Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Discussion, problem review and development, guidance of large scale laboratory experiments, course development, supervised practice teaching.",0
CHM ENG 602,Individual Studies for Graduate Students,1 - 8 Units, Graduate standing in Ph.D. program,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Individual study in consultation with the major field adviser for qualified students to prepare themselves for the various examinations required of candidates for the Ph.D.",0
